house_index,bedrooms,bathrooms,toilets,property_type,property_subtype,locality,postal_code,street,number,box,apptFloor,totalfloorCount,latitude,longitude,kitchen,facades,furnished,terrace,terraceSurface,fireplace,fireplaceCount,garden,gardenSurface,pool,landSurface,livingArea,buildingState,constructionYear,cadastralIncome,price,nearest_transport,nearest_school,nearest_supermarket,mobib_score
0,2.0,1.0,1.0,HOUSE,HOUSE,HERENTALS,2200,Ernest Claesstraat,33,,,,51.1713703,4.843203,1.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,290.0,140.0,TO_RENOVATE,1951.0,0.0,180000.0,1146.1551636973068,344.1204002000071,613.0592601257036,7.833673341519784
1,3.0,1.0,1.0,HOUSE,HOUSE,Zelzate,9060,Denderdreve,67,,,,51.2037061,3.7883343,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,674.0,179.0,TO_RENOVATE,1965.0,956.0,298000.0,471.2803536324214,643.2421064911777,1556.9073852117294,7.904859867354833
2,3.0,1.0,1.0,HOUSE,HOUSE,Gent,9000,Druifstraat,2,,,,51.0627079,3.6928073,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,157.0,TO_RENOVATE,1936.0,555.0,299000.0,741.3401624073146,1410.2496673377514,640.012175379938,7.644705221645121
3,3.0,1.0,1.0,HOUSE,HOUSE,ANTWERPEN,2020,Stijgbeugelstraat,2,,,,51.1823326,4.3835555,1.0,,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,89.0,112.0,GOOD,1946.0,642.0,310000.0,86.91300024055653,492.4846641363748,491.65231132592254,9.228024682704394
4,3.0,2.0,0.0,HOUSE,EXCEPTIONAL_PROPERTY,Rillaar,3202,Diestsesteenweg,354-356,,,,50.97481560000001,4.893933100000001,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,270.0,0.0,678.0,568.0,TO_RENOVATE,1952.0,2322.0,385000.0,27.575091127428056,5518.4661422128065,4141.309393670725,4.202360282716279
5,8.0,1.0,2.0,HOUSE,HOUSE,Eeklo,9900,Visstraat,18,,,,51.180907,3.5728459,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,606.0,496.0,TO_RENOVATE,1960.0,0.0,475000.0,111.5635342597387,3718.644693734587,152.95099424061937,7.2701848290035445
6,3.0,1.0,1.0,HOUSE,BUNGALOW,Overijse,3090,Belgiëlaan,17,,,,50.7812873,4.5382266,1.0,4.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,752.0,148.0,TO_BE_DONE_UP,1975.0,2538.0,575000.0,760.9750062816829,1097.2624756086084,1149.9663483165366,7.48721410900766
7,3.0,1.0,2.0,HOUSE,MANSION,VICHTE,8570,Bosstraat,11,,,4.0,50.8381576,3.4089277,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,275.0,TO_BE_DONE_UP,1946.0,3489.0,595000.0,307.73312774502375,4064.5081776281327,5422.73261507786,3.88001704458788
8,3.0,1.0,1.0,APARTMENT,APARTMENT,Schaerbeek,1030,Avenue Herbert Hoover,59,1,5.0,5.0,50.8477348,4.4076018,1.0,,0.0,1.0,16.0,1.0,1.0,0.0,0.0,1.0,,130.0,TO_BE_DONE_UP,1962.0,1520.0,420000.0,28.17820227011593,455.2845739122853,527.1246234378403,9.307489598739762
9,3.0,1.0,1.0,APARTMENT,APARTMENT,Schaerbeek,1200,Avenue Herbert Hoover,59,1,5.0,5.0,50.8477348,4.4076018,1.0,,0.0,1.0,16.0,1.0,1.0,0.0,0.0,1.0,,130.0,TO_BE_DONE_UP,1962.0,1520.0,420000.0,28.17820227011593,455.2845739122853,527.1246234378403,9.307489598739762
10,4.0,1.0,1.0,HOUSE,HOUSE,PELT,3900,Juliaan De Vriendtstraat,3,,,,51.2097758,5.4245451,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,368.0,185.0,TO_RENOVATE,1963.0,850.0,298000.0,195.65812708098383,17751.67989123313,960.9363824054427,6.098498242288393
11,3.0,1.0,2.0,HOUSE,TOWN_HOUSE,KRUIBEKE,9150,Molenstraat,9,,,,51.1763476,4.3149404,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,323.0,190.0,GOOD,1960.0,731.0,374000.0,63.604748137899655,2373.0314993514016,2868.0888907990025,6.421113409049197
12,5.0,1.0,2.0,HOUSE,HOUSE,Linkebeek,1630,Rue Hollebeek,248,,,2.0,50.76499560000001,4.3481388,1.0,4.0,0.0,1.0,51.0,0.0,0.0,1.0,444.0,0.0,576.0,235.0,GOOD,1968.0,2677.0,630000.0,510.55881769362645,3438.8049038109752,1192.1290783414622,6.231965588306873
13,4.0,1.0,2.0,HOUSE,HOUSE,Woluwe-Saint-Pierre,1150,Rue au Bois,85,,,2.0,50.8349156,4.4427797,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,0.0,270.0,180.0,TO_RENOVATE,1934.0,1601.0,670000.0,357.3364539960436,609.4814897088214,240.79236229893542,8.956702160000104
14,4.0,2.0,3.0,HOUSE,HOUSE,Uccle,1180,Dieweg,58B,,,2.0,50.79461879999999,4.3413691,1.0,2.0,0.0,1.0,62.0,1.0,1.0,1.0,200.0,0.0,350.0,224.0,TO_BE_DONE_UP,1933.0,2335.0,1100000.0,347.23145718516207,1252.9137762367602,657.0599333902215,8.26370891733513
15,1.0,1.0,1.0,APARTMENT,APARTMENT,LOUVAIN-LA-NEUVE,1348,rue des Chinels,7,001,0.0,,50.6706623,4.605852899999999,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.0,GOOD,1975.0,770.0,175000.0,599.271388760393,309.55099983779013,488.76642881360453,8.66875986255188
16,1.0,1.0,0.0,APARTMENT,APARTMENT,Gent,9000,Francisco Ferrerlaan,19,,0.0,2.0,51.0674553,3.6998036,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.0,JUST_RENOVATED,1935.0,201.0,220000.0,176.53000987818743,1363.0532414942345,673.3911491137733,8.40699705975708
17,3.0,0.0,0.0,APARTMENT,APARTMENT,Merksem,2170,Nieuwdreef,1A,,2.0,,51.2435803,4.442482099999999,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,116.0,TO_BE_DONE_UP,1972.0,1186.0,259000.0,118.03334254943405,1500.590252550742,127.99668645868745,8.756897583927802
18,3.0,1.0,2.0,APARTMENT,APARTMENT,WILRIJK,2610,Groenenborgerlaan,22,,1.0,,51.1738307,4.4039206,1.0,,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,,120.0,,1975.0,0.0,319000.0,123.44682063895878,674.9986893766405,782.6559981927239,8.863634447435146
19,5.0,3.0,4.0,APARTMENT,DUPLEX,Uccle,1180,Avenue Brugmann,424,,8.0,2.0,50.804125,4.3421841,1.0,4.0,0.0,1.0,304.0,0.0,0.0,0.0,0.0,0.0,,320.0,AS_NEW,1966.0,0.0,1650000.0,52.72415180862788,324.0691162372488,313.7909370089924,9.504461095424334
20,4.0,1.0,1.0,HOUSE,HOUSE,Geraardsbergen,9500,Elleboogstraat,47,,,,50.79439,3.854052,1.0,4.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1200.0,248.0,GOOD,1965.0,0.0,299000.0,535.0609650789501,2741.2834638141617,2929.0559974253574,5.506359072401719
21,3.0,1.0,0.0,HOUSE,HOUSE,Berlaar,2590,Legrellestraat,90,,,,51.122338,4.657594,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,134.0,TO_RENOVATE,1948.0,0.0,329000.0,502.51724070566416,574.6863424887039,3832.5333311189243,6.3918305633206955
22,3.0,1.0,1.0,HOUSE,HOUSE,Nieuwrode,3221,Appelweg,100,,,,50.9463494,4.8165984,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6483.0,261.0,TO_RENOVATE,1956.0,0.0,438000.0,1044.4198998092133,2486.540999284838,5000.915307843734,3.9497461340644904
23,6.0,1.0,1.0,HOUSE,HOUSE,De Pinte,9840,Grote Steenweg,44,,,,50.988026,3.6814087,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905.0,218.0,TO_RENOVATE,1955.0,0.0,625000.0,202.45164217110994,1701.349811687189,1580.9433843033257,7.541869013111511
24,3.0,1.0,2.0,HOUSE,HOUSE,Putte,2580,Jan De Cordesstr.,23,,,,51.0590665,4.6662365,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0,267.0,GOOD,1975.0,0.0,690000.0,2493.378731081261,1740.1766807728939,226.07587731543254,5.689164961274449
25,3.0,1.0,2.0,HOUSE,HOUSE,Uccle,1180,Avenue Guillaume Herinckx,101,,,3.0,50.7964967,4.3308998,1.0,2.0,0.0,1.0,33.0,0.0,0.0,1.0,180.0,0.0,245.0,182.0,GOOD,1957.0,1755.0,650000.0,100.59490700570349,638.1841623142575,385.04332168830337,9.18372180132402
26,0.0,1.0,0.0,APARTMENT,FLAT_STUDIO,ANTWERPEN,2018,Korte Lozanastraat,2,,1.0,,51.197223,4.4077036,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,GOOD,1964.0,0.0,179000.0,571.465763218734,446.13506012161804,107.45143785089475,8.868987983726681
27,2.0,1.0,1.0,APARTMENT,APARTMENT,MORTSEL,2640,Krijgsbaan,164,2,2.0,,51.1753122,4.455186299999999,1.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,86.0,GOOD,1968.0,0.0,179000.0,278.64179863830424,237.39050143168924,605.9482799245898,9.066251747578074
28,2.0,1.0,1.0,APARTMENT,GROUND_FLOOR,Antwerpen,2020,Jacob le Mairestraat,8,Glvl,0.0,4.0,51.19085339999999,4.3807809,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,81.0,TO_BE_DONE_UP,1958.0,629.0,199000.0,136.88447096067515,238.37615435564035,219.50877178236382,9.512230754627097
29,2.0,1.0,1.0,APARTMENT,APARTMENT,ANTWERPEN,2020,Jacob le Mairestraat,8,36,2.0,4.0,51.19085339999999,4.3807809,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86.0,TO_RENOVATE,1958.0,0.0,199000.0,136.88447096067515,238.37615435564035,219.50877178236382,9.512230754627097
30,1.0,1.0,1.0,APARTMENT,APARTMENT,ANTWERPEN,2020,Eric Sasselaan,49,1v,1.0,2.0,51.1926393,4.393422999999999,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,70.0,TO_RENOVATE,1962.0,765.0,169000.0,360.33170038319594,489.77780502342796,832.5102401554733,8.638032369369805
31,1.0,1.0,1.0,APARTMENT,APARTMENT,DEURNE,2100,August Van de Wielelei,85,002,0.0,3.0,51.2194765,4.4792123,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,,88.0,GOOD,1966.0,895.0,239000.0,210.04574018059438,219.84010107613622,381.6370828069503,9.318954223837151
32,2.0,1.0,1.0,APARTMENT,APARTMENT,Uccle,1180,Chaussée d'Alsemberg,1033,,3.0,7.0,50.7944976,4.3323091,1.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,76.0,TO_BE_DONE_UP,1968.0,0.0,239000.0,140.06730510589074,881.3353473679799,241.48268312907894,9.06469823952744
33,4.0,1.0,2.0,HOUSE,HOUSE,Dilbeek,1700,Rozenlaan,30,,,2.0,50.8434821,4.2793934,1.0,3.0,0.0,1.0,35.0,0.0,0.0,1.0,150.0,0.0,322.0,225.0,AS_NEW,1971.0,1494.0,525000.0,134.18187770137948,788.5323862331643,668.9878351639765,8.8494106821334
34,2.0,1.0,1.0,APARTMENT,APARTMENT,BERCHEM,2600,Lode Vissenaekenstraat,2,1v,1.0,2.0,51.1816165,4.4417613,1.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,85.0,AS_NEW,1974.0,930.0,225000.0,387.3974865374686,636.5505049936047,268.1655384938528,8.880325988958404
35,3.0,1.0,1.0,APARTMENT,APARTMENT,EDEGEM,2650,Biezenwei,13,2,1.0,2.0,51.1477695,4.4537188,1.0,,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,110.0,TO_RENOVATE,1973.0,0.0,249000.0,141.82584983638475,648.9720118374554,1139.4756269756756,8.6186004410094
36,2.0,1.0,1.0,APARTMENT,APARTMENT,DEURNE,2100,Bisschoppenhoflaan,307,10,3.0,5.0,51.2334958,4.4611839,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,70.0,AS_NEW,1967.0,716.0,154000.0,454.6164468659878,965.0162773879991,729.9369481937935,8.263875920457489
37,3.0,1.0,2.0,HOUSE,TOWN_HOUSE,LIER,2500,Pannenhuisstraat,305,,,,51.1443872,4.5710982,1.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,278.0,0.0,370.0,183.0,GOOD,1975.0,1080.0,365000.0,535.0795194042257,516.67422223282,2169.6806887294583,7.495657366819514
38,3.0,2.0,2.0,HOUSE,HOUSE,PUURS,2870,Palingstraat,91,,,,51.0725481,4.2801156,1.0,2.0,0.0,1.0,18.0,0.0,0.0,1.0,21.0,0.0,120.0,202.0,GOOD,1959.0,570.0,369000.0,533.522888712683,4574.20364823215,348.30172747684003,6.056434996731863
39,2.0,1.0,1.0,APARTMENT,APARTMENT,BERCHEM,2600,Elisabethlaan,180,3,1.0,4.0,51.1840116,4.4245413,1.0,,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,,100.0,GOOD,1965.0,917.0,289000.0,397.297624311071,693.8056855976232,168.93993158035238,8.895106089466589
40,3.0,1.0,1.0,APARTMENT,APARTMENT,Antwerpen,2020,Jan Van Rijswijcklaan,279,14,5.0,8.0,51.1844021,4.3916423,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,125.0,GOOD,1934.0,818.0,320000.0,30.571121435009807,712.2176846462575,509.8394493161228,9.1445337487784
41,4.0,1.0,2.0,HOUSE,HOUSE,MEERDONK,9170,Polderstraat,28,,,,51.2619515,4.1439176,1.0,3.0,0.0,1.0,12.0,0.0,0.0,1.0,110.0,0.0,336.0,232.0,GOOD,1969.0,0.0,399000.0,295.44729425455984,8260.283297159598,3760.2915654028166,4.099209230725376
42,4.0,2.0,3.0,HOUSE,HOUSE,Gent Mariakerke,9030,Brugsevaart,62,,,3.0,51.0777017,3.6790678,1.0,3.0,0.0,1.0,30.0,0.0,0.0,1.0,478.0,0.0,629.0,265.0,GOOD,1933.0,860.0,620000.0,204.4775704185255,3178.9094174409233,406.7710777324556,7.3369095759930465
43,4.0,1.0,2.0,HOUSE,MANSION,Wortegem-Petegem,9790,Kortrijkstraat,84,,,4.0,50.816491,3.5356361,0.0,4.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,971.0,285.0,GOOD,1963.0,0.0,699000.0,1401.2306758692123,2466.2117876062557,3331.892473235582,4.266289591613158
44,4.0,1.0,2.0,APARTMENT,APARTMENT,TURNHOUT,2300,Kempenlaan,23,7,5.0,,51.31614099999999,4.9218061,1.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,147.0,GOOD,1972.0,0.0,235000.0,1335.050957832865,741.5981346067924,962.64003059479,7.083773279421791
45,1.0,1.0,1.0,APARTMENT,APARTMENT,Saint-Josse-ten-Noode,1210,Rue saint-alphonse,9,,3.0,5.0,50.8514792,4.3709977,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.0,TO_RENOVATE,1954.0,0.0,165000.0,165.6080821400731,255.80313202017467,382.34642405114056,9.353756186432358
46,6.0,3.0,3.0,APARTMENT,APARTMENT,Bruxelles,1000,Rue de la Loi,235,,1.0,10.0,50.8418101,4.3856343,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,300.0,GOOD,1936.0,0.0,1150000.0,104.09016471783988,450.0933001484651,413.7752830809648,9.285300724889927
47,5.0,3.0,3.0,HOUSE,APARTMENT_BLOCK,MORTSEL,2640,Vijf-aprilwarande,87,,,3.0,51.1698848,4.443169699999999,0.0,2.0,0.0,1.0,30.0,0.0,0.0,1.0,60.0,0.0,167.0,232.0,GOOD,1973.0,0.0,650000.0,366.3228432812685,196.45690636530688,381.47307042869505,9.12628289109564
48,1.0,1.0,1.0,APARTMENT,GROUND_FLOOR,WILRIJK,2610,Michel Willemsplein,10,,0.0,,51.180286,4.3750819,1.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,,50.0,GOOD,1969.0,517.0,189000.0,292.94094551730484,872.6754472988833,289.9405349015745,8.834334751176621
49,2.0,1.0,1.0,APARTMENT,APARTMENT,Borgerhout,2140,Luitenant Lippenslaan,51,B7,4.0,6.0,51.2087059,4.447714299999999,0.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,92.0,GOOD,1966.0,0.0,219000.0,304.66664092872566,1018.9036745166334,242.14041499856438,8.753081752418234
50,5.0,2.0,3.0,HOUSE,HOUSE,Waterloo,1410,Avenue Reine Elisabeth,30,,,2.0,50.7053032,4.4103656,1.0,4.0,0.0,1.0,27.0,0.0,0.0,1.0,750.0,0.0,750.0,280.0,TO_RENOVATE,1970.0,0.0,595000.0,449.5651105000864,4268.107079206236,540.2441959798583,6.195012335875821
51,3.0,1.0,2.0,HOUSE,HOUSE,HERENT,3020,Keizersstraat,1,,,2.0,50.8986282,4.6734395,1.0,4.0,0.0,1.0,20.0,0.0,0.0,1.0,1188.0,0.0,1348.0,169.0,TO_RENOVATE,1971.0,1249.0,389000.0,577.7179244124975,941.7767305117824,471.83341185476377,8.287302672538972
52,3.0,1.0,2.0,HOUSE,HOUSE,SINT-NIKLAAS,9100,Breedstraat,79,,,,51.1680274,4.1609567,1.0,2.0,0.0,1.0,12.0,1.0,1.0,1.0,127.0,0.0,269.0,140.0,GOOD,1958.0,523.0,289000.0,257.364919827101,1716.1490643228576,836.0106288758119,7.955406978098085
53,3.0,1.0,1.0,APARTMENT,APARTMENT,Uccle,1180,Avenue Coghen,0,0,5.0,6.0,50.8135965,4.3391024,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,300.0,0.0,,88.0,GOOD,1952.0,0.0,400000.0,43.13291756943046,525.8235703646423,341.07656760135995,9.364556017930092
54,3.0,1.0,1.0,HOUSE,HOUSE,Wortegem-Petegem,9790,Kortrijkstraat,88,,,3.0,50.81609659999999,3.5354059,0.0,4.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2513.0,156.0,TO_RENOVATE,1969.0,979.0,445000.0,1385.0534173241804,2478.619312536583,3286.7901620704374,4.309655793829745
55,1.0,1.0,1.0,APARTMENT,APARTMENT,Antwerpen,2060,Tulpstraat,4,203,2.0,3.0,51.2263495,4.4242907,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,52.0,GOOD,1965.0,0.0,139000.0,45.24876529925389,183.2470181122985,228.36836074639018,9.66525806036187
56,1.0,1.0,1.0,APARTMENT,APARTMENT,Auderghem,1160,Rue des Pêcheries,105,,6.0,12.0,50.81343589999999,4.416172299999999,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,56.0,GOOD,1965.0,806.0,210000.0,76.54534941360063,899.0240015536068,552.9033155862467,8.929987989355297
57,2.0,1.0,1.0,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,1150,Rue Martin Lindekens,10,,2.0,3.0,50.8370396,4.426114099999999,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,81.0,TO_RENOVATE,1964.0,0.0,299000.0,246.88374685601337,317.94228280996765,440.22490689494185,9.165376877722043
58,3.0,2.0,3.0,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue A.J. Slegers,46,,3.0,4.0,50.8412066,4.4283904,1.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,136.0,TO_RENOVATE,1970.0,0.0,550000.0,94.37354250300457,511.82119018131147,167.0219656833619,9.421606506086212
59,3.0,1.0,2.0,HOUSE,TOWN_HOUSE,Sint-Gillis-Waas,9170,Herenstraat,82,,,,51.2248731,4.118327,1.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,110.0,0.0,167.0,150.0,GOOD,1967.0,622.0,279000.0,556.292467355118,3767.4977121038464,3699.4375522778223,4.2803198672720635
60,3.0,2.0,2.0,APARTMENT,PENTHOUSE,Laeken,1020,Avenue de la Croix Rouge,1,,4.0,4.0,50.895995,4.3557321,1.0,2.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,,150.0,TO_BE_DONE_UP,1958.0,2575.0,365000.0,79.51550522873976,304.42523869249095,185.889890506489,9.56710257356236
61,3.0,2.0,2.0,APARTMENT,APARTMENT,Ixelles,1050,Avenue Louise,226,,6.0,8.0,50.8262764,4.3654974,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,165.0,AS_NEW,1936.0,0.0,645000.0,117.47104999477612,616.4829498892045,333.5079634061504,9.210044657810062
62,3.0,1.0,0.0,APARTMENT,APARTMENT,Berchem,2600,Karmelietenstraat,86,,1.0,,51.1799505,4.4386354,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,106.0,JUST_RENOVATED,1958.0,0.0,369000.0,360.10513018495647,535.9530448749933,196.72151602101158,9.031410119156055
63,3.0,2.0,2.0,APARTMENT,GROUND_FLOOR,Woluwe-Saint-Lambert,1200,Boulevard Auguste Reyers,201,,0.0,4.0,50.8472115,4.402938199999999,1.0,2.0,0.0,1.0,28.0,0.0,0.0,1.0,39.0,0.0,,159.0,AS_NEW,1930.0,0.0,795000.0,179.90305931936152,250.31766452695854,582.0753759287236,9.20520056060373
64,3.0,1.0,2.0,HOUSE,TOWN_HOUSE,LIER,2500,Antwerpsesteenweg,289,,,,51.1405962,4.5526558,1.0,2.0,0.0,1.0,33.0,0.0,0.0,1.0,127.0,0.0,354.0,272.0,GOOD,1969.0,1492.0,470000.0,410.92093888376536,898.9308854705145,1281.4220324043417,7.998536802905075
65,3.0,1.0,1.0,APARTMENT,APARTMENT,DEURNE,2100,Jan van Parijsstraat,7,1V,1.0,3.0,51.23227,4.4601209,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,83.0,GOOD,1960.0,758.0,219000.0,313.72075256227026,897.2600311596233,852.8924710848285,8.414937328420672
66,2.0,1.0,1.0,APARTMENT,APARTMENT,MORTSEL,2640,Vijf-Aprilwarande,65,2,2.0,2.0,51.1698345,4.4420229,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,89.0,GOOD,1973.0,820.0,234000.0,410.93561540209294,272.30497974383275,424.2195477764142,8.987736161117043
67,2.0,1.0,1.0,APARTMENT,APARTMENT,MORTSEL,2640,Meidoorn,38,1,1.0,4.0,51.1780546,4.4640904,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,89.0,GOOD,1971.0,956.0,235000.0,656.9917790570483,621.9295780675113,1261.1210861137324,7.868643851803107
68,3.0,1.0,1.0,APARTMENT,APARTMENT,Wilrijk,2610,Pastoor Bauwenslaan,29,V4 L 9,4.0,4.0,51.1778413,4.3801537,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,112.0,GOOD,1967.0,875.0,249000.0,405.8417252522731,509.5667972451361,169.74763421415682,9.006001412024107
69,3.0,0.0,0.0,APARTMENT,APARTMENT,MORTSEL,2640,Deurnestraat,160,7,5.0,5.0,51.1787299,4.446530099999999,1.0,3.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,,99.0,GOOD,1975.0,1201.0,279000.0,402.3753104659852,402.18427612263406,376.4863673497718,8.944385823730416
70,3.0,1.0,1.0,APARTMENT,APARTMENT,Antwerpen,2000,Britselei,38,3B,3.0,7.0,51.2101877,4.4055519,1.0,2.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,,134.0,JUST_RENOVATED,1964.0,1680.0,525000.0,170.83380715305526,319.09301477390267,241.2825873674361,9.3986378557017
71,3.0,1.0,0.0,HOUSE,HOUSE,Melle,9090,Beekstraat,30,,,,51.0003944,3.7970321,0.0,,0.0,1.0,,0.0,0.0,1.0,123.0,0.0,123.0,135.0,GOOD,1936.0,473.0,298000.0,245.30839352792958,1680.7958793157552,360.9024453786973,8.311789925499793
72,3.0,2.0,3.0,HOUSE,VILLA,SINT-MARTENS-LATEM,9830,Bunderweg,18,,,,51.0155289,3.6417306,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,206.0,JUST_RENOVATED,1956.0,1473.0,859000.0,62.751546763261736,859.9609740164824,905.7754376163056,8.739173663227126
73,3.0,1.0,0.0,HOUSE,HOUSE,Hoevenen,2940,Akkerstraat,89,,,,51.3088592,4.3987182,1.0,,0.0,1.0,24.0,0.0,0.0,1.0,272.0,0.0,272.0,131.0,GOOD,1962.0,622.0,325000.0,485.1608809473906,2293.4837938061587,580.622463789999,7.43704798700604
74,3.0,1.0,1.0,HOUSE,HOUSE,Woluwe-Saint-Lambert,1200,Rue de la Rive,3,,,3.0,50.8474126,4.441438499999999,1.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,115.0,0.0,234.0,150.0,GOOD,1935.0,1678.0,649000.0,115.84568490618915,347.24632530359236,449.6355211876227,9.31428452246427
75,2.0,1.0,1.0,APARTMENT,APARTMENT,MECHELEN,2800,Grote Nieuwedijkstraat,345,1,1.0,,51.0402454,4.4950564,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,GOOD,1959.0,592.0,249000.0,636.8089439934386,796.4292518436056,758.3912167827203,8.114374428924533
76,2.0,1.0,1.0,APARTMENT,APARTMENT,HOVE,2540,Nieuwstraat,55,8,2.0,2.0,51.1516427,4.468938700000001,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,91.0,JUST_RENOVATED,1971.0,0.0,279000.0,218.92569387547087,544.5349028336988,1781.304390850748,8.15753954570974
77,1.0,1.0,1.0,APARTMENT,APARTMENT,Anderlecht,1070,Allée de la Villa Romaine,29,,1.0,3.0,50.8328739,4.3096396,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,60.0,GOOD,1947.0,0.0,185000.0,143.8518440008758,442.30516916829265,229.891623986735,9.360066345895481
78,1.0,1.0,1.0,APARTMENT,APARTMENT,Etterbeek,1040,Avenue Nouvelle,34,,2.0,4.0,50.8293331,4.3819098,1.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,63.0,GOOD,1964.0,0.0,265000.0,163.1394142864176,668.0469204003974,438.67793580135,9.044664210150279
79,1.0,1.0,1.0,APARTMENT,APARTMENT,Uccle,1180,Chaussée d'Alsemberg,680,,2.0,3.0,50.8029904,4.3368147,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,70.0,AS_NEW,1950.0,690.0,290000.0,15.909644575964322,323.89679713651316,249.79057159397786,9.596328894745055
80,4.0,5.0,3.0,APARTMENT,APARTMENT,Bruxelles,1000,Avenue Franklin Roosevelt,116,,2.0,4.0,50.8067538,4.3859445,1.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,307.0,TO_RENOVATE,1935.0,0.0,980000.0,122.46233639085206,1371.4799709867245,366.8500404492363,8.677830210521556
